title,sentences,num_words
Sir Paul rocks Super Bowl crowds,The 62-year-old sang Hey Jude and other Beatles songs in a 12-minute set at half-time during the game in Florida.,20
Sir Paul rocks Super Bowl crowds,"Last year, Jackson exposed a breast during a dance routine, causing outrage among millions of TV viewers and landing the CBS TV network a fine.",25
Sir Paul rocks Super Bowl crowds,"Sir Paul, however, did nothing more racy than remove his jacket as he sang.",14
Sir Paul rocks Super Bowl crowds,Organisers were widely considered to be playing it safe this year by booking 62-year-old Sir Paul for his second Super Bowl show.,22
Sir Paul rocks Super Bowl crowds,"Three years ago, he was invited to perform at the first Super Bowl after the September 11 attacks and performed his specially-written song Freedom.",23
Sir Paul rocks Super Bowl crowds,"This time, he started off the show, at the Alltel Stadium in Jacksonville, Florida, with the Beatles numbers Drive My Car and Get Back.",24
Sir Paul rocks Super Bowl crowds,"He then performed a mellow version of Live And Let Die, the James Bond theme he recorded with the band Wings.",21
Sir Paul rocks Super Bowl crowds,"Finally, he closed the show with a rousing version of Hey Jude.",12
Sir Paul rocks Super Bowl crowds,"The former Beatle resisted any temptation to refer to Janet Jackson's headline-grabbing performance last year, instead keeping banter between songs to a minimum in order to squeeze as much music as he could into his slot.",36
Sir Paul rocks Super Bowl crowds,"The singer removed his black jacket halfway through the show - but any fans hoping for a second ""Nipple-gate"" were to be disappointed as he kept his red sweatshirt on underneath.",30
Sir Paul rocks Super Bowl crowds,"Earlier, the Black Eyed Peas and Alicia Keys had provided the night's other high-profile entertainment by performing in a pre-game show.",21
Sir Paul rocks Super Bowl crowds,"Black Eyed Peas singer Fergie was dressed in a tight orange top and purple hotpants, but nothing in her performance was likely to upset TV watchdogs.",26
Sir Paul rocks Super Bowl crowds,"After the controversy last year - which saw CBS fined a record $550,000 (£292,000) by federal regulators - Super Bowl organisers had turned to producer Don Mischer to oversee this year's half-time show.",29
Sir Paul rocks Super Bowl crowds,His previous production credits included Olympic opening and closing ceremonies.,10
Sir Paul rocks Super Bowl crowds,"The Super Bowl is watched by an audience of 144.4 million in the US, with many of the people watching are said to tune in specifically to see the entertainment put on around the event.",34
Sir Paul rocks Super Bowl crowds,"Michael Jackson, Aerosmith, Diana Ross, Gloria Estefan and Phil Collins are among the stars who have previously graced the Super Bowl stage.",22
Dementieva prevails in Hong Kong, Elena Dementieva swept aside defending champion Venus Williams 6-3 6-2 to win Hong Kong's Champions Challenge event.,15
Dementieva prevails in Hong Kong,"The Russian, ranked sixth in the world, broke Williams three times in the first set, while losing her service once.",20
Dementieva prevails in Hong Kong,Williams saved three championship points before losing the match at the Victoria Park tennis court.,15
Dementieva prevails in Hong Kong,"""It's really a great start to the year no matter whether it's an exhibition or not.",16
Dementieva prevails in Hong Kong,"I was trying to play my best and I really did it,"" said Dementieva.",14
Dementieva prevails in Hong Kong,"""This will give me all the confidence before the Grand Slams.",11
Dementieva prevails in Hong Kong,"I was trying so hard to win this tournament.""",9
Dementieva prevails in Hong Kong,"Williams, 24, was disappointed with her display.",6
Dementieva prevails in Hong Kong,"""She played some nice points, but it was mostly me committing unforced errors - four or five errors in each game,"" she said.",22
Dementieva prevails in Hong Kong,"Before the match, organizers auctioned off rackets belonging to the players, raising £115,000 for victims of the tsunami disaster.",18
Radcliffe proves doubters wrong, This won't go down as one of the greatest marathons of Paula's career.,13
Radcliffe proves doubters wrong,"But as a test of character, it was the toughest race she's ever taken part in.",16
Radcliffe proves doubters wrong,"A win in the New York marathon doesn't make up for the disappointment of Athens in any shape or form, but it will offer hope and reassurance for next year.",30
Radcliffe proves doubters wrong,"If Paula's last experience of the year had been Athens, it would have been very difficult to look forward with any optimism.",22
Radcliffe proves doubters wrong,She can now draw a line under this year and make plans about her future.,15
Radcliffe proves doubters wrong,"Even if she'd lost this race, there would have been a lot of positives to take out of it.",19
Radcliffe proves doubters wrong,She knows she can dig deep if she needs to.,10
Radcliffe proves doubters wrong,"It was a strong field, with a number of the girls going into the race with expectations of winning.",19
Radcliffe proves doubters wrong,"And although two hours 23 minutes wasn't one of Paula's best times, it wasn't far off the record on a difficult course.",21
Radcliffe proves doubters wrong,I was speaking to Paula in the lead-up to this race and she said that in many ways she was facing a no-win situation.,24
Radcliffe proves doubters wrong,"She thought that if she won, people would say ""why couldn't she do that in Athens?""",16
Radcliffe proves doubters wrong,"And if she lost, people would say her career was over.",11
Radcliffe proves doubters wrong,"And a lot of people were wondering what would happen if Paula was forced to drop out of this race, as she did in the marathon and 10,000m in Athens.",30
Radcliffe proves doubters wrong,But that was never on the cards.,7
Radcliffe proves doubters wrong,"She might have been beaten, but she would have kept running.",11
Radcliffe proves doubters wrong,"The reasons she was forced to pull out in Athens - the niggling injuries, her lack of energy and the oppressive conditions - weren't at play here.",25
Radcliffe proves doubters wrong,The only question was what position she could finish in.,10
Radcliffe proves doubters wrong,"Most important of all, despite all the hype in the media ahead of this race, there were never doubts in Paula's mind.",22
Radcliffe proves doubters wrong,"If she wasn't confident, she wouldn't have run.",8
Radcliffe proves doubters wrong,"After all, if you're the best in the world at an event, you'll always have expectations of winning.",18
Radcliffe proves doubters wrong,"Now Paula will take part in the Run London 10km race in London at the end of the year, have a well-earned rest over Christmas and go into next year with a lot of optimism.",35
Wenger rules out new keeper, Arsenal boss Arsene Wenger says he has no plans to sign a new goalkeeper during the January transfer window.,19
Wenger rules out new keeper,Wenger has brought in Manuel Almunia for the last three games for the out-of-form Jens Lehmann - but the Spaniard himself has been prone to mistakes.,25
Wenger rules out new keeper,There have been suggestions that Wenger will swoop for a high-quality shot-stopper in the New Year.,16
Wenger rules out new keeper,"But he told the Evening Standard: ""I don't feel it will be necessary to bring in a new goalkeeper in January.""",21
Wenger rules out new keeper,The Gunners manager refused to comment on the difficult start that 27-year-old Almunia has made to his career at Highbury.,20
Wenger rules out new keeper,And he would not be drawn on whether Lehmann would return for the top-of-the table clash with Chelsea on Sunday.,20
Wenger rules out new keeper,Almunia was at fault for Rosenborg's goal in Arsenal's 5-1 Champions League win on Tuesday and had some hairy moments in last week's win over Birmingham.,25
Wenger rules out new keeper,But Wenger said earlier this week that his indifferent form was down to pressure caused by being under scrutiny from the media.,22
Wenger rules out new keeper,"""The debate has gone on too long.",7
Wenger rules out new keeper,"Everyone has an opinion and I do not have to add to it,"" Wenger added.",15
Wenger rules out new keeper,"Arsenal have been linked with Middlesbrough keeper Mark Schwarzer, Fulham's Edwin van der Sar and Parma's Sebastien Frey.",18
Wenger rules out new keeper,And Wenger has no immediate plans to recall former England Under-21 international Stuart Taylor from his loan spell at Leicester.,20
Fit-again Betsen in France squad, France have brought flanker Serge Betsen back into their squad to face England at Twickenham on Sunday.,17
Fit-again Betsen in France squad,"But the player, who missed the victory over Scotland through injury, must attend a disciplinary hearing on Wednesday after being cited by Wasps.",23
Fit-again Betsen in France squad,"""Serge has a good case so we are confident he will play,"" said France coach Bernard Laporte.",17
Fit-again Betsen in France squad,"The inexperienced Nicolas Mas, Jimmy Marlu and Jean-Philippe Grandclaude are also included in a 22-man squad.",16
Fit-again Betsen in France squad,"The trio have been called up after Pieter de Villiers, Ludovic Valbon and Aurelien Rougerie all picked up injuries in France's 16-9 win on Saturday.",24
Fit-again Betsen in France squad,Laporte said he was confident that Betsen would be cleared by the panel investigating his alleged trip that broke Wasps centre Stuart Abbott's leg.,24
Fit-again Betsen in France squad,"""If he was to be suspended, we would call up Imanol Harinordoquy or Thomas Lievremont,"" said Laporte, who has dropped Patrick Tabacco.",22
Fit-again Betsen in France squad,"""We missed Serge badly against Scotland.",6
Fit-again Betsen in France squad,"He has now recovered from his thigh injury and played on Saturday with Biarritz.""",14
Fit-again Betsen in France squad,"France's regular back-row combination of Betsen, Harinordoquy and Olivier Magne were all missing from France's side at the weekend because of injury.",22
Fit-again Betsen in France squad,Laporte is expected to announce France's starting line-up on Wednesday.,10
Fit-again Betsen in France squad,"Forwards: Nicolas Mas, Sylvain Marconnet, Olivier Milloud, William Servat, Sebastien Bruno, Fabien Pelous, Jerome Thion, Gregory Lamboley, Serge Betsen, Julien Bonnaire, Sebastien Chabal, Yannick Nyanga.",25
Fit-again Betsen in France squad,"Backs: Dimitri Yachvili, Pierre Mignoni, Frederic Michalak, Yann Delaigue, Damien Traille, Brian Liebenberg, Jean-Philippe Grandclaude, Christophe Dominici, Jimmy Marlu, Pepito Elhorga.",21
Double injury blow strikes Wales, Wales centre Sonny Parker and number eight Ryan Jones will miss Saturday's game with Italy because of injury.,18
Double injury blow strikes Wales,"Parker has not recovered from a trapped nerve in his neck that kept him out of the win over England, and Tom Shanklin is expected to continue at centre.",29
Double injury blow strikes Wales,Jones damaged his collar bone after coming on as a replacement against England and joins flanker Colin Charvis (foot injury) on the sidelines.,23
Double injury blow strikes Wales,"Meanwhile, Mike Ruddock may make Gavin Henson his first-choice kicker in Rome.",12
Double injury blow strikes Wales,"The centre was Wales' hero in the 11-9 Six Nations win over England, landing a huge late penalty from wide out to clinch the game.",24
Double injury blow strikes Wales,"First-choice kicker Stephen Jones handed over responsibility because of Henson's greater kicking range, but the fly-half had already missed a number of shots at goal.",25
Double injury blow strikes Wales,"""Our first aim was to get Gavin settled into the team, but giving him the kicks is something we'll talk about in selection this week,"" Wales coach Mike Ruddock told BBC Sport Wales.",33
Double injury blow strikes Wales,Henson himself says he is relishing all the media hype that has been heaped on him since last Saturday's game.,20
Double injury blow strikes Wales,"""I thrive on it and think it makes me perform better,"" he said.",13
Double injury blow strikes Wales,"""I'm glad it's a short week before the Italy game.",10
Double injury blow strikes Wales,"There was so much build-up before England, but we fly out to Rome on Thursday and we'll be back playing again.""",21
Ref stands by Scotland decisions, The referee from Saturday's France v Scotland Six Nations match has defended the officials' handling of the game after criticism by Matt Williams.,23
Ref stands by Scotland decisions,The Scotland coach said his side were robbed of victory by poor decisions made by the officials.,17
Ref stands by Scotland decisions,"But Nigel Williams said: ""I'm satisfied the game was handled correctly.""",11
Ref stands by Scotland decisions,"Meanwhile, Matt Williams will not be punished by the Scottish Rugby Union for allegedly using bad language in his comments about the officials.",23
Ref stands by Scotland decisions,He denies having done so.,5
Ref stands by Scotland decisions,"Nonetheless, he was furious about several decisions that he felt denied his side a famous victory.",16
Ref stands by Scotland decisions,"But Nigel Williams told the Scottish Daily Mail: ""I spoke to Matt Williams at the post-match dinner.",17
Ref stands by Scotland decisions,"""He made no mention of the disallowed try or any other refereeing decisions whatsoever.",14
Ref stands by Scotland decisions,"""If Matt has issues with the match officials, then he is very welcome to phone me and discuss them.",19
Ref stands by Scotland decisions,"""Ultimately there is a match assessor at every international game to give an impartial and objective view of the performance of the officials.",23
Ref stands by Scotland decisions,"""That is the beginning and end of it.""",8
Downing injury mars Uefa victory, Middlesbrough boss Steve McClaren hopes that Stewart Downing did not seriously damage his hamstring during the 2-1 Uefa Cup win over Graz AK.,22
Downing injury mars Uefa victory,The winger was carried off on a stretcher in the closing stages as Boro booked their place in the last 16.,20
Downing injury mars Uefa victory,"McClaren said: ""Stewart has tweaked a hamstring, which is a blow for us.",13
Downing injury mars Uefa victory,We will assess it in the morning.,7
Downing injury mars Uefa victory,"""But I'm delighted with the match result.",7
Downing injury mars Uefa victory,"They say in sport you can win ugly - and we certainly did.""",12
Downing injury mars Uefa victory,McClaren was relieved to make it through after a tough encounter at The Riverside.,14
Downing injury mars Uefa victory,"""To be fair to Graz, they had a gameplan - they knocked the ball forward, especially in the first half, and we struggled to deal with it.",26
Downing injury mars Uefa victory,"""In the second half we were better but it was frustrating because we got the goal - but one slip and they were back in it.""",25
Downing injury mars Uefa victory,Boro face Sporting Lisbon for a place in the quarter-finals after the Portuguese side saw off Feyenoord on Thursday.,19
Downing injury mars Uefa victory,"And McClaren added: ""Sporting are technically very good - Portuguese sides always are.",12
Downing injury mars Uefa victory,"""But the journey goes on for us and we will now go to their magnificent stadium - after the first game here - we'll look forward to it.""",26
Downing injury mars Uefa victory,"Goalscorer Jimmy Floyd Hasselbaink added: ""It wasn't a particularly beautiful match to watch - but they made it difficult for us.",20
Downing injury mars Uefa victory,"""We didn't play well at all.",6
Downing injury mars Uefa victory,But you need a little bit of luck and I think we got that when my shot went through the legs of their goalkeeper.,24
Downing injury mars Uefa victory,"""I would have liked to play in Holland - that would have been a little bit special to me.",18
Downing injury mars Uefa victory,"""But so is going back to Portugal - I'll be playing against some lads I played with at Boavista.""",18
New UKIP defection to 'Veritas'," The UK Independence Party has lost one of its two London Assembly members to Robert Kilroy-Silk's new political party, expected to launch on Wednesday.",24
New UKIP defection to 'Veritas',"Damian Hockney said ex-chatshow host Mr Kilroy-Silk would ""deliver better"" as the leader of a eurosceptic party.",17
New UKIP defection to 'Veritas',"He said Mr Kilroy-Silk had made him deputy party leader of Veritas, Latin for truth.",15
New UKIP defection to 'Veritas',Sources close to Mr Hockney said around eight other members of London UKIP were also planning to jump ship.,19
New UKIP defection to 'Veritas',"Details of the coming week's events were hammered out at a meeting at Mr Kilroy-Silk's Buckinghamshire home on Sunday, the BBC News Website was told.",25
New UKIP defection to 'Veritas',The news came after UKIP suspended a candidate for allegedly suggesting the criminally insane should be killed.,17
New UKIP defection to 'Veritas',"John Houston, 54, was due to stand in the East Kilbride seat in Lanarkshire at the next election.",17
New UKIP defection to 'Veritas',A spokesman for UKIP called on Mr Hockney to quit the London Assembly.,13
New UKIP defection to 'Veritas',"UKIP asserts that Mr Hockney ""has a moral obligation, if not a legal one"" to stand down.",17
New UKIP defection to 'Veritas',"Mr Hockney meanwhile told the BBC: ""I believe that Robert Kilroy-Silk can deliver better as a leader of a eurosceptic party than the current leadership of the UK Independence Party.""",30
New UKIP defection to 'Veritas',"On the suspension of Mr Houston, UKIP said those who selected him knew nothing of his views.",17
New UKIP defection to 'Veritas',"Mr Houston is alleged to have said that the organs of the criminally insane should be ""made available to law-abiding members of the community"" and proposed the legalisation of drugs and the sex trade.",34
New UKIP defection to 'Veritas',"The document reportedly said: ""We're looking for the resurrection of the British Empire.",13
New UKIP defection to 'Veritas',"""The problems for the human race - environmental and others - can only be dealt with on a global scale, and that calls for a radical alliance of the English-speaking nations, which they are uniquely able to do.""",36
New UKIP defection to 'Veritas',"UKIP spokesman Mark Croucher said the main issue would be that Mr Houston's reported views had been presented as UKIP policy, which they were not.",25
Bath faced with Tindall ultimatum, Mike Tindall's agent has warned Bath they have until next week to improve their contract offer to the England man or risk losing him to a rival club.,28
Bath faced with Tindall ultimatum,Dipo Alli says he has received an offer for Tindall which dwarfs Bath's deal and that two other clubs want to talk.,22
Bath faced with Tindall ultimatum,"""Mike does not want to go into the Six Nations worrying about where he will be playing his club rugby next season,"" Alli told the Guardian newspaper.",27
Bath faced with Tindall ultimatum,"""It is up to (Bath owner) Andrew Brownsword.",8
Bath faced with Tindall ultimatum,"He has to make it happen.""",6
Bath faced with Tindall ultimatum,Tindall is out of contract at the end of the season but it is understood that Brownsword is unwilling to break the club's salary structure to accommodate the 26-year-old's demands.,30
Bath faced with Tindall ultimatum,But Alli insists the player is worth more than Bath have put on the table.,15
Bath faced with Tindall ultimatum,"""Mike has been at Bath for eight years and wants to remain with the club and his demands are anything but excessive,"" the agent added.",25
Bath faced with Tindall ultimatum,"""But Brownsword has to recognise Mike's value and we want to resolve things by the end of next week.""",19
Paris promise raises Welsh hopes, Has there been a better Six Nations match than Saturday's epic in Paris?,13
Paris promise raises Welsh hopes,And can the Welsh revival continue all the way to a first Grand Slam since 1978?,15
Paris promise raises Welsh hopes,Those are the two questions occupying not just Wales supporters but rugby fans as a whole after a scintillating display in Paris.,22
Paris promise raises Welsh hopes,"Welsh legend Mervyn Davies, a member of two of three Grand Slam-winning sides of the 1970s, hailed it as ""one of the great performances of the past three decades"".",29
Paris promise raises Welsh hopes,"Martyn Williams, Wales' two-try scorer on the day, called it ""one of the most surreal games I have ever played in"".",21
Paris promise raises Welsh hopes,"A crestfallen France coach, Bernard Laporte, simply observed: ""There was a French half and there was a Welsh half"".",19
Paris promise raises Welsh hopes,"And what a half it was for the Red Dragonhood, transforming a 15-6 half-time deficit into an 18-15 lead within five mesmerising minutes of the second period.",25
Paris promise raises Welsh hopes,"But while that passage of play showed the swelling self-belief of a side prepared to back its own spirit of adventure, the final quarter told us a whole lot more about this Welsh side.",34
Paris promise raises Welsh hopes,"That they recovered from a battering in the first half-hour to first stem the tide before half-time, then reverse it on the resumption, was remarkable enough.",26
Paris promise raises Welsh hopes,"But in resisting a seemingly unstoppable wave of French pressure in a nail-biting final five minutes, Wales showed not only their physical attributes but their mental resolve.",27
Paris promise raises Welsh hopes,"In international rugby, any of the top seven sides can beat each other on a given day, but the great sides are those that win the close contests on a consistent basis.",32
Paris promise raises Welsh hopes,"England suffered some infamous Six Nations disappointments en route to World Cup glory, the pain of defeat forging bonds that ultimately led to victory when it really mattered.",28
Paris promise raises Welsh hopes,Wales have some way to go before they can be remotely considered in a similar light.,16
Paris promise raises Welsh hopes,But the signs are that players previously on the receiving end are learning how to emerge on the right side of the scoreline.,23
Paris promise raises Welsh hopes,Ten of the 22 on duty on Saturday were also involved when Wales were trounced 33-5 in Paris two years ago.,19
Paris promise raises Welsh hopes,"But since they threw off the shackles against New Zealand in the 2003 World Cup, Wales have rediscovered much of what made them a great rugby nation in the first place.",30
Paris promise raises Welsh hopes,"""The confidence in the squad has been building and building since the World Cup and we now have young players who are becoming world class,"" noted coach Mike Ruddock.",29
Paris promise raises Welsh hopes,"The likes of Michael Owen, Gethin Jenkins, Dwayne Peel and Gavin Henson are certainly building strong cases for inclusion on this summer's Lions tour to New Zealand.",27
Paris promise raises Welsh hopes,"And players like Stephen Jones, Martyn Williams, Shane Williams and Gareth Thomas are proving it is not only the youngsters that are on an upward curve.",26
Paris promise raises Welsh hopes,"Jones, after his superb man-of-the-match display, observed that ""we are a very happy camp now"".",15
Paris promise raises Welsh hopes,"Ruddock and Thomas can take much of the credit for that, ensuring the tribal and regional divisions that have often scarred Welsh rugby do not extend to the national squad.",30
Paris promise raises Welsh hopes,The  joie de vivre  so evident in that magical second-half spell in Paris also stems from a style of play that first wooed supporters the world over in the 1970s.,30
Paris promise raises Welsh hopes,"If England had half the innate attacking exuberance Wales have produced in this championship, they would not be contemplating the debris of three consecutive defeats.",25
Paris promise raises Welsh hopes,"Similarly, Wales have learnt that style alone does not win matches, and that forward power, mental toughness and good decision-making under pressure are equally important.",25
Paris promise raises Welsh hopes,"So on to Murrayfield, where Wales have not won on their last three visits.",14
Paris promise raises Welsh hopes,"While the hype in the Principality will go into overdrive, the players will set about the task of beating Scotland.",20
Paris promise raises Welsh hopes,"Only then - with the visit of Ireland to finish - can they start thinking about emulating the hallowed players of the 1970s, and writing their own names into Welsh legend.",29
Souness delight at Euro progress, Boss Graeme Souness felt Newcastle were never really in danger of going out of the Uefa Cup against Heerenveen.,19
Souness delight at Euro progress,An early own goal followed by an Alan Shearer strike earned them a 2-1 win and a place in the Uefa Cup last 16.,22
Souness delight at Euro progress,"""Obviously with winning in the first leg it gave us a great advantage,"" he said after the 4-2 aggregate victory.",19
Souness delight at Euro progress,"""We got our goals early and in the minds of some players the job was done but then they got a goal and perhaps made us a bit nervous.""",29
Souness delight at Euro progress,Shearer's goal moved him within 12 of Jackie Milburn's club scoring record of 200 for the Magpies.,15
Souness delight at Euro progress,But Souness said he did not think beating the record would have any bearing on his decision to retire at the end of the season.,25
Souness delight at Euro progress,"""I think if he got it this year he would want to stay next year anyway,"" he added.",18
Souness delight at Euro progress,"""He struck the ball very well - he always has done - and I think it was the power and pace that beat the goalkeeper.""",23
Souness delight at Euro progress,"Souness also paid tribute to Laurent Robert, who was at the heart of much of United's attacking play.",18
Souness delight at Euro progress,"""In the first half he did really well and did everything you want from a wide player.",17
Souness delight at Euro progress,"More of the same in future please,"" he said.",9
Houllier praises Benitez regime, Former Liverpool manager Gerard Houllier has praised the work of his Anfield successor Rafael Benitez.,15
Houllier praises Benitez regime,Houllier was angry at reports that he has been critical of Benitez since the Spaniard took over at Liverpool.,19
Houllier praises Benitez regime,"But Houllier told BBC Sport: ""In private and in public, I have stressed I believe Rafa is doing a good job.",21
Houllier praises Benitez regime,He is the right man at the right place.,9
Houllier praises Benitez regime,"""Rafa is a good coach and a good man.",9
Houllier praises Benitez regime,"I've spoken to him since he has been at Liverpool and never criticised him.""",14
Houllier praises Benitez regime,Houllier also revealed he is now ready to return to the game after leaving Liverpool in May following six years at Anfield.,22
Houllier praises Benitez regime,The former France boss has been linked with a host of jobs and pulled out of the race to succeed Mark Hughes as Wales national coach.,26
Houllier praises Benitez regime,"He has been working for Uefa, covering the Premiership for French television and also coaching in Brazil with national coach Carlos Alberto Perreira.",23
Houllier praises Benitez regime,"Houllier said: ""If a good club comes up at the right time then yes, I am ready to come back.",20
Houllier praises Benitez regime,"""It has been interesting to watch games from a different perspective and I have learned things.",16
Houllier praises Benitez regime,"""I have been involved in football since leaving Liverpool and my batteries are recharged.""",14
Houllier praises Benitez regime,Houllier has been impressed with the quality in the Premiership after watching as a pundit - particularly with Jose Mourinho's work at leaders Chelsea.,23
Houllier praises Benitez regime,"He said: ""Chelsea are doing very well.",7
Houllier praises Benitez regime,They have some very good creative players in Damien Duff and Arjen Robben and Didier Drogba showed he can change the face of a game when he came on against Newcastle.,31
Houllier praises Benitez regime,"""They have got a good team spirit and are strong mentally.",11
Houllier praises Benitez regime,They have shown they can cope with all the pressure put on them because of the expectations and cope well with Jose's principles.,23
Houllier praises Benitez regime,"""Jose had results before he came to Chelsea and I think he will have an impact in the Premiership because he manages his team very cleverly.""",26
Houllier praises Benitez regime,"And Houllier, away from his brief at Liverpool, has been hugely impressed with the Premiership.",15
Houllier praises Benitez regime,"He said: ""It is a very exciting league.",8
Houllier praises Benitez regime,"It is entertaining, goals are scored and teams are always trying to win.",13
Houllier praises Benitez regime,"""It has been very interesting to watch the game from a different perspective.",13
Houllier praises Benitez regime,"""Games switch from end-to-end and there is more pace to the Premiership than other leagues.",15
Houllier praises Benitez regime,"It is a very good product.""",6
"Analysis: No pain, no gain?"," He called it his ""masochism strategy"" in the run-up to the Iraq war and now Tony Blair has signed up for another dose of pain.",25
"Analysis: No pain, no gain?","The idea is simple - the prime minister goes head to head with an often hostile group of ""real"" voters in the full spotlight of the television cameras.",27
"Analysis: No pain, no gain?","The theory is that talking to the great British public, even if they are the ""great unwashed"", is better than having the media filter what voters hear from politicians.",29
"Analysis: No pain, no gain?",It is also the most effective way of showing that he is aware of real people's concerns and - on occasions - of their outright fury.,24
"Analysis: No pain, no gain?",Mr Blair used the tactic before the Iraq war to try to show he really was engaging with public concerns and you can expect to see it much more in the run-up to the election.,35
"Analysis: No pain, no gain?","Labour knows it has been damaged by accusations of spin, ""control freakery"" and over-slick presentation - sometimes from within the ranks of its own MPs.",24
"Analysis: No pain, no gain?",Tony Blair himself has said people complain he does not listen.,11
"Analysis: No pain, no gain?",Mr Blair's latest bout of flagellation came with a series of questions sessions on Five television throughout Wednesday.,18
"Analysis: No pain, no gain?","The trouble began on the Wright Stuff show, with Maria Hutchings marching up to him, saying ""Tony, that's rubbish"" as she tried to complain about her autistic son's school being threatened with closure.",33
"Analysis: No pain, no gain?","A few ""don't worries"" as Mrs Hutchings was led back to the audience averted a public slanging match - he spoke to her privately after the show.",26
"Analysis: No pain, no gain?",But that was only the start and later sessions produced the type of grilling not even the toughest television interviewer could produce.,22
"Analysis: No pain, no gain?","Writer Neil Coppendale, from West Sussex, asked of the Iraq war: ""Tens of thousands of innocent men, women and children died - how do you manage to sleep at night?""",29
"Analysis: No pain, no gain?","On immigration, London teacher Diane Granger said: ""Where are you going to put everyone?""",14
"Analysis: No pain, no gain?","And can you imagine even Jeremy Paxman putting the question posed by Brighton nurse Marion Brown: ""Would you wipe somebody's backside for £5?""",22
"Analysis: No pain, no gain?",Mr Blair tried to use the questioners' first names - and sometimes threw them off their stride by asking what they would do about the problems.,25
"Analysis: No pain, no gain?",Many of the newspapers have branded the exercise a PR stunt which backfired.,13
"Analysis: No pain, no gain?","Indeed there is a danger Mr Blair simply ends up looking ""embattled"".",12
"Analysis: No pain, no gain?",Conservative Michael Howard and Liberal Democrat Charles Kennedy are to be offered chances to appear in similar slots on the channel next month.,23
"Analysis: No pain, no gain?",Labour strategists believe more of the sessions will mean the hecklers no longer become a story and the real issues take prominence.,22
"Analysis: No pain, no gain?","James Humphreys, ex-head of corporate communications at Number 10, says the strategy shows frustration with the media.",16
"Analysis: No pain, no gain?","""They feel they don't get their voice across and going direct to people is clearly their game on this occasion,"" he says.",22
"Analysis: No pain, no gain?","There are risks but the prize is tackling the trend of lower turnouts at the polls, he argues.",18
"Analysis: No pain, no gain?",The prime minister knows full well the potential hazards .,9
"Analysis: No pain, no gain?","He must remember with gritted teeth his confrontation with Sharron Storer, the Birmingham woman who harangued him over the state of her local hospital in the 2001 election campaign.",28
"Analysis: No pain, no gain?","""All you do is walk around and make yourself known, you don't do anything to help anybody,"" she told Mr Blair before stomping off, refusing his pleas to discuss the issue privately.",32
"Analysis: No pain, no gain?","Former Downing Street media chief Alastair Campbell has described the episode as a ""bit of a disaster"" as it meant the launch of Labour's election manifesto received little coverage.",29
"Analysis: No pain, no gain?","But it was seen as one of the few moments when that election campaign came alive, not least because it coincided with John Prescott's even more direct contact - when he punched an egg-throwing protester.",34
"Analysis: No pain, no gain?",Former prime ministers too have come to grief at the hands of a persistent member of the public.,18
"Analysis: No pain, no gain?","The undoubted highlight of years of election phone-in shows was Margaret Thatcher discomfort on Nationwide in 1983, when viewer Diana Gould put her on the spot about the sinking of the Belgrano in the Falklands War.",35
"Analysis: No pain, no gain?",John Major reaped the benefits of street campaigning during the 1992 election campaign with his famous soapbox.,16
"Analysis: No pain, no gain?","It may have left him splattered with eggs and engine oil at times but he felt it added ""fizz"" to his campaign.",22
"Analysis: No pain, no gain?","In his memoirs, he also argues the strategy contrasted with Neil Kinnock's ""contrived photo opportunities"" and attempts at an artful campaign.",21
"Analysis: No pain, no gain?","""He wanted to look like a prime minister.",8
"Analysis: No pain, no gain?","I  was  prime minister and I wanted a flesh and blood fight,"" says Mr Major.",15
"Analysis: No pain, no gain?","Mr Blair told prospective Labour MPs on Thursday that taking part in phone-ins and public meetings could ""enthuse and engage and give the public a sense of empowerment"".",28
"Analysis: No pain, no gain?",But he also wants to counter complaints that he has spent too much time on international affairs and foreign trips.,20
"Analysis: No pain, no gain?","Mr Blair recalls how Bill Clinton once advised him: ""Always remember that what people see of you in the news in the evening is how they think you spend your day.""",31
"Analysis: No pain, no gain?","His hope must be that voters watching him on the rack will bear out for Labour the old maxim: ""No pain, no gain.""",23
Howard denies split over ID cards, Michael Howard has denied his shadow cabinet was split over its decision to back controversial Labour plans to introduce ID cards.,21
Howard denies split over ID cards,"The Tory leader said his front bench team had reached a ""collective view"" after holding a ""good discussion"", but admitted it was ""not an easy issue"".",26
Howard denies split over ID cards,"He had decided to support the plans as the police said they would help fight terror, crime and illegal immigration.",20
Howard denies split over ID cards,The Lib Dems have pledged to oppose the bill when it is debated next Monday.,15
Howard denies split over ID cards,Tory sources say senior party figures had argued vociferously against the ID card scheme.,14
Howard denies split over ID cards,"Among those reported to have serious reservations over the strategy were senior shadow cabinet members David Davis, Oliver Letwin and Tim Yeo.",22
Howard denies split over ID cards,"But Mr Howard denied Mr Yeo, his transport and environment spokesman, said the plans ""stink"".",15
Howard denies split over ID cards,"He also said he was confident shadow home secretary Mr Davis would ""set out the position very clearly"" when he stands up to debate the matter next week.",28
Howard denies split over ID cards,"Mr Howard said the police had said ID cards could ""help them foil a terror bomb plot in which people could lose their lives"".",24
Howard denies split over ID cards,"He added: ""When the police say that you have to take them seriously"".",13
Howard denies split over ID cards,"He acknowledged there were ""good libertarian arguments"" against the cards, but said the shadow Cabinet had weighed up all the ""conflicting interests"" before reaching its decision.",26
